President       Date Approve Disapprove    Inaug Days
609       Obama  7/11/2015      45         49  1/20/09 2363
610       Obama  7/10/2015      46         50  1/20/09 2362
611       Obama   7/9/2015      44         51  1/20/09 2361
612       Obama   7/8/2015      46         50  1/20/09 2360
613       Obama   7/7/2015      47         48  1/20/09 2359
614       Obama   7/6/2015      48         47  1/20/09 2358
615       Obama   7/5/2015      46         48  1/20/09 2357
616       Obama   7/3/2015      45         50  1/20/09 2355
617       Obama   7/2/2015      44         51  1/20/09 2354
618       Obama   7/1/2015      45         51  1/20/09 2353
619       Obama  6/30/2015      46         50  1/20/09 2352
620       Obama  6/29/2015      46         50  1/20/09 2351
621       Obama  6/28/2015      48         47  1/20/09 2350
622       Obama  6/27/2015      47         49  1/20/09 2349
623       Obama  6/26/2015      47         49  1/20/09 2348
624       Obama  6/25/2015      46         50  1/20/09 2347
625       Obama  6/24/2015      46         49  1/20/09 2346
626       Obama  6/23/2015      46         48  1/20/09 2345
627       Obama  6/22/2015      45         49  1/20/09 2344
628       Obama  6/21/2015      45         50  1/20/09 2343
629       Obama  6/20/2015      44         50  1/20/09 2342
630       Obama  6/19/2015      44         50  1/20/09 2341
631       Obama  6/18/2015      44         50  1/20/09 2340
632       Obama  6/17/2015      44         50  1/20/09 2339
633       Obama  6/16/2015      47         47  1/20/09 2338
634       Obama  6/15/2015      46         48  1/20/09 2337
635       Obama  6/14/2015      47         48  1/20/09 2336
636       Obama  6/13/2015      45         49  1/20/09 2335
637       Obama  6/12/2015      45         49  1/20/09 2334
638       Obama  6/11/2015      44         51  1/20/09 2333
639       Obama  6/10/2015      43         51  1/20/09 2332
640       Obama   6/9/2015      45         49  1/20/09 2331
641       Obama   6/8/2015      49         46  1/20/09 2330
642       Obama   6/7/2015      46         48  1/20/09 2329
643       Obama   6/6/2015      46         50  1/20/09 2328
644       Obama   6/5/2015      45         50  1/20/09 2327
645       Obama   6/4/2015      46         50  1/20/09 2326
646       Obama   6/3/2015      47         49  1/20/09 2325
647       Obama   6/1/2015      47         48  1/20/09 2323
648       Obama  5/31/2015      49         47  1/20/09 2322
649       Obama  5/30/2015      47         49  1/20/09 2321
650       Obama  5/29/2015      47         48  1/20/09 2320
651       Obama  5/28/2015      45         49  1/20/09 2319
652       Obama  5/27/2015      45         49  1/20/09 2318
653       Obama  5/26/2015      44         51  1/20/09 2317
654       Obama  5/25/2015      47         49  1/20/09 2316
655       Obama  5/24/2015      49         47  1/20/09 2315
656       Obama  5/23/2015      49         47  1/20/09 2314
657       Obama  5/22/2015      45         50  1/20/09 2313
658       Obama  5/21/2015      42         53  1/20/09 2312
659       Obama  5/20/2015      43         51  1/20/09 2311
660       Obama  5/19/2015      46         49  1/20/09 2310
661       Obama  5/18/2015      48         47  1/20/09 2309
662       Obama  5/17/2015      48         47  1/20/09 2308
663       Obama  5/16/2015      48         48  1/20/09 2307
664       Obama  5/15/2015      47         49  1/20/09 2306
665       Obama  5/14/2015      46         50  1/20/09 2305
666       Obama  5/13/2015      45         49  1/20/09 2304
667       Obama  5/12/2015      46         48  1/20/09 2303
668       Obama  5/11/2015      46         48  1/20/09 2302
669       Obama  5/10/2015      47         47  1/20/09 2301
670       Obama   5/9/2015      46         49  1/20/09 2300
671       Obama   5/8/2015      46         49  1/20/09 2299
672       Obama   5/7/2015      48         47  1/20/09 2298
673       Obama   5/6/2015      48         47  1/20/09 2297
674       Obama   5/5/2015      47         49  1/20/09 2296
675       Obama   5/4/2015      46         49  1/20/09 2295
676       Obama   5/3/2015      46         49  1/20/09 2294
677       Obama   5/2/2015      48         48  1/20/09 2293
678       Obama   5/1/2015      47         49  1/20/09 2292
679       Obama  4/30/2015      49         47  1/20/09 2291
680       Obama  4/29/2015      49         47  1/20/09 2290
681       Obama  4/28/2015      49         47  1/20/09 2289
682       Obama  4/27/2015      46         48  1/20/09 2288
683       Obama  4/26/2015      46         48  1/20/09 2287
684       Obama  4/25/2015      46         48  1/20/09 2286
685       Obama  4/24/2015      47         48  1/20/09 2285
686       Obama  4/23/2015      45         49  1/20/09 2284
687       Obama  4/22/2015      44         50  1/20/09 2283
688       Obama  4/21/2015      45         50  1/20/09 2282
689       Obama  4/20/2015      46         50  1/20/09 2281
690       Obama  4/19/2015      45         51  1/20/09 2280
691       Obama  4/18/2015      44         51  1/20/09 2279
692       Obama  4/17/2015      45         51  1/20/09 2278
693       Obama  4/16/2015      47         50  1/20/09 2277
694       Obama  4/15/2015      47         50  1/20/09 2276
695       Obama  4/14/2015      46         49  1/20/09 2275
696       Obama  4/13/2015      45         50  1/20/09 2274
697       Obama  4/12/2015      47         49  1/20/09 2273
698       Obama  4/11/2015      48         48  1/20/09 2272
699       Obama  4/10/2015      49         47  1/20/09 2271
700       Obama   4/9/2015      47         49  1/20/09 2270
701       Obama   4/8/2015      48         48  1/20/09 2269
702       Obama   4/7/2015      46         49  1/20/09 2268
703       Obama   4/6/2015      49         46  1/20/09 2267
704       Obama   4/4/2015      47         47  1/20/09 2265
705       Obama   4/3/2015      50         46  1/20/09 2264
706       Obama   4/2/2015      48         48  1/20/09 2263
707       Obama   4/1/2015      46         49  1/20/09 2262
708       Obama  3/31/2015      45         49  1/20/09 2261
709       Obama  3/30/2015      47         48  1/20/09 2260
710       Obama  3/29/2015      49         46  1/20/09 2259
711       Obama  3/28/2015      48         47  1/20/09 2258
712       Obama  3/27/2015      47         49  1/20/09 2257
713       Obama  3/26/2015      45         51  1/20/09 2256
714       Obama  3/25/2015      44         52  1/20/09 2255
715       Obama  3/24/2015      45         50  1/20/09 2254
716       Obama  3/23/2015      45         50  1/20/09 2253
717       Obama  3/22/2015      44         51  1/20/09 2252
718       Obama  3/21/2015      43         52  1/20/09 2251
719       Obama  3/20/2015      44         51  1/20/09 2250
720       Obama  3/19/2015      46         49  1/20/09 2249
721       Obama  3/18/2015      46         48  1/20/09 2248
722       Obama  3/17/2015      47         48  1/20/09 2247
723       Obama  3/16/2015      47         48  1/20/09 2246
724       Obama  3/15/2015      48         47  1/20/09 2245
725       Obama  3/14/2015      48         47  1/20/09 2244
726       Obama  3/13/2015      48         47  1/20/09 2243
727       Obama  3/12/2015      47         48  1/20/09 2242
728       Obama  3/11/2015      46         49  1/20/09 2241
729       Obama  3/10/2015      45         50  1/20/09 2240
730       Obama   3/9/2015      46         49  1/20/09 2239
731       Obama   3/8/2015      47         49  1/20/09 2238
732       Obama   3/7/2015      47         49  1/20/09 2237
733       Obama   3/6/2015      45         50  1/20/09 2236
734       Obama   3/5/2015      45         50  1/20/09 2235
735       Obama   3/4/2015      46         49  1/20/09 2234
736       Obama   3/3/2015      48         47  1/20/09 2233
737       Obama   3/2/2015      49         47  1/20/09 2232
